EmployeeID;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;DateSurvey
2617;4.0;3.0;3.0;31/12/2016
2618;3.0;3.0;4.0;31/12/2016
2619;3.0;1.0;3.0;31/12/2016
2620;2.0;3.0;2.0;31/12/2016
2621;4.0;4.0;4.0;31/12/2016
2622;4.0;3.0;4.0;31/12/2016
2623;2.0;2.0;3.0;31/12/2016
2624;3.0;2.0;3.0;31/12/2016
2625;4.0;2.0;2.0;31/12/2016
2626;4.0;3.0;2.0;31/12/2016
2627;1.0;3.0;3.0;31/12/2016
2628;2.0;3.0;2.0;31/12/2016
2629;4.0;2.0;3.0;31/12/2016
2630;1.0;3.0;3.0;31/12/2016
2631;1.0;3.0;3.0;31/12/2016
2632;4.0;1.0;2.0;31/12/2016
2633;4.0;4.0;3.0;31/12/2016
2634;3.0;2.0;1.0;31/12/2016
2635;4.0;3.0;3.0;31/12/2016
2636;4.0;3.0;4.0;31/12/2016
2637;2.0;3.0;3.0;31/12/2016
2638;2.0;4.0;3.0;31/12/2016
2639;3.0;2.0;3.0;31/12/2016
2640;1.0;4.0;2.0;31/12/2016
2641;2.0;2.0;3.0;31/12/2016
2642;1.0;4.0;3.0;31/12/2016
2643;2.0;3.0;3.0;31/12/2016
2644;3.0;4.0;3.0;31/12/2016
2645;3.0;4.0;3.0;31/12/2016
2646;1.0;3.0;2.0;31/12/2016
2647;1.0;4.0;2.0;31/12/2016
2648;2.0;4.0;3.0;31/12/2016
2649;3.0;1.0;3.0;31/12/2016
2650;4.0;4.0;2.0;31/12/2016
7061;4.0;1.0;2.0;31/12/2016
2652;1.0;4.0;3.0;31/12/2016
2653;4.0;2.0;3.0;31/12/2016
2654;3.0;3.0;2.0;31/12/2016
7065;1.0;4.0;4.0;31/12/2016
2656;1.0;3.0;2.0;31/12/2016
7067;4.0;3.0;1.0;31/12/2016
2658;1.0;2.0;3.0;31/12/2016
2659;4.0;3.0;3.0;31/12/2016
2660;4.0;4.0;2.0;31/12/2016
2661;3.0;2.0;3.0;31/12/2016
2662;4.0;1.0;3.0;31/12/2016
2663;3.0;4.0;3.0;31/12/2016
2664;1.0;4.0;3.0;31/12/2016
7075;2.0;3.0;3.0;31/12/2016
2666;2.0;4.0;2.0;31/12/2016
2667;4.0;3.0;3.0;31/12/2016
2668;3.0;3.0;3.0;31/12/2016
2669;3.0;3.0;4.0;31/12/2016
2670;3.0;3.0;3.0;31/12/2016
2671;3.0;4.0;3.0;31/12/2016
2672;4.0;2.0;3.0;31/12/2016
2673;4.0;1.0;1.0;31/12/2016
7084;4.0;1.0;3.0;31/12/2016
2675;2.0;4.0;2.0;31/12/2016
2676;2.0;1.0;3.0;31/12/2016
2677;4.0;3.0;3.0;31/12/2016
2678;3.0;4.0;3.0;31/12/2016
2679;4.0;1.0;3.0;31/12/2016
2680;2.0;2.0;3.0;31/12/2016
2681;4.0;2.0;2.0;31/12/2016
2682;2.0;3.0;4.0;31/12/2016
7093;2.0;4.0;1.0;31/12/2016
2684;3.0;2.0;3.0;31/12/2016
7095;4.0;3.0;3.0;31/12/2016
2686;4.0;3.0;3.0;31/12/2016
2687;1.0;2.0;3.0;31/12/2016
2688;4.0;4.0;2.0;31/12/2016
2689;3.0;1.0;2.0;31/12/2016
2690;4.0;3.0;3.0;31/12/2016
2691;4.0;3.0;3.0;31/12/2016
2692;3.0;3.0;2.0;31/12/2016
2693;1.0;2.0;3.0;31/12/2016
2694;4.0;3.0;3.0;31/12/2016
2695;1.0;3.0;2.0;31/12/2016
2696;2.0;4.0;3.0;31/12/2016
7107;3.0;3.0;3.0;31/12/2016
2698;2.0;1.0;3.0;31/12/2016
2699;1.0;2.0;2.0;31/12/2016
2700;4.0;4.0;2.0;31/12/2016
2701;1.0;4.0;3.0;31/12/2016
2702;4.0;4.0;3.0;31/12/2016
2703;1.0;3.0;2.0;31/12/2016
7114;3.0;1.0;3.0;31/12/2016
2705;1.0;2.0;3.0;31/12/2016
2706;3.0;4.0;3.0;31/12/2016
7117;2.0;1.0;3.0;31/12/2016
2708;3.0;;2.0;31/12/2016
7119;2.0;1.0;3.0;31/12/2016
2710;3.0;2.0;;31/12/2016
2711;1.0;4.0;3.0;31/12/2016
2712;2.0;1.0;2.0;31/12/2016
2713;3.0;4.0;3.0;31/12/2016
2714;4.0;4.0;4.0;31/12/2016
2715;4.0;3.0;3.0;31/12/2016
7126;4.0;4.0;4.0;31/12/2016
7127;2.0;4.0;2.0;31/12/2016
2718;4.0;3.0;2.0;31/12/2016
7129;1.0;3.0;3.0;31/12/2016
2720;4.0;4.0;3.0;31/12/2016
2721;2.0;1.0;4.0;31/12/2016
2722;3.0;1.0;3.0;31/12/2016
2723;3.0;4.0;3.0;31/12/2016
2724;4.0;1.0;3.0;31/12/2016
7135;1.0;3.0;2.0;31/12/2016
2726;4.0;3.0;3.0;31/12/2016
2727;3.0;4.0;3.0;31/12/2016
7138;2.0;3.0;3.0;31/12/2016
2729;2.0;3.0;3.0;31/12/2016
2730;2.0;2.0;3.0;31/12/2016
2731;1.0;4.0;3.0;31/12/2016
2732;4.0;4.0;3.0;31/12/2016
7143;1.0;3.0;3.0;31/12/2016
7144;3.0;3.0;2.0;31/12/2016
2735;2.0;1.0;2.0;31/12/2016
2736;3.0;1.0;3.0;31/12/2016
2737;;4.0;2.0;31/12/2016
2738;1.0;4.0;3.0;31/12/2016
2739;2.0;1.0;2.0;31/12/2016
2740;3.0;1.0;3.0;31/12/2016
2741;4.0;4.0;2.0;31/12/2016
2742;1.0;3.0;4.0;31/12/2016
2743;1.0;4.0;3.0;31/12/2016
2744;4.0;4.0;3.0;31/12/2016
2745;2.0;3.0;2.0;31/12/2016
2746;1.0;1.0;2.0;31/12/2016
2747;3.0;3.0;3.0;31/12/2016
2748;4.0;3.0;3.0;31/12/2016
2749;2.0;2.0;3.0;31/12/2016
2750;2.0;1.0;3.0;31/12/2016
2751;2.0;1.0;2.0;31/12/2016
7162;4.0;3.0;2.0;31/12/2016
2753;1.0;3.0;2.0;31/12/2016
2754;3.0;2.0;3.0;31/12/2016
2755;3.0;2.0;3.0;31/12/2016
2756;2.0;2.0;3.0;31/12/2016
2757;2.0;4.0;3.0;31/12/2016
2758;3.0;4.0;3.0;31/12/2016
2759;3.0;1.0;3.0;31/12/2016
2760;4.0;1.0;4.0;31/12/2016
2761;1.0;3.0;4.0;31/12/2016
2762;2.0;2.0;3.0;31/12/2016
2763;4.0;4.0;2.0;31/12/2016
2764;2.0;3.0;3.0;31/12/2016
2765;1.0;4.0;3.0;31/12/2016
2766;2.0;4.0;3.0;31/12/2016
2767;1.0;2.0;3.0;31/12/2016
2768;4.0;4.0;2.0;31/12/2016
2769;3.0;1.0;3.0;31/12/2016
2770;4.0;4.0;3.0;31/12/2016
2771;3.0;4.0;3.0;31/12/2016
7182;3.0;4.0;3.0;31/12/2016
2773;3.0;2.0;2.0;31/12/2016
2774;3.0;4.0;1.0;31/12/2016
2775;3.0;2.0;2.0;31/12/2016
2776;3.0;1.0;2.0;31/12/2016
2777;2.0;3.0;3.0;31/12/2016
2778;1.0;3.0;1.0;31/12/2016
2779;1.0;3.0;2.0;31/12/2016
2780;2.0;3.0;4.0;31/12/2016
2781;4.0;3.0;2.0;31/12/2016
2782;2.0;2.0;4.0;31/12/2016
7193;3.0;1.0;3.0;31/12/2016
2784;4.0;1.0;3.0;31/12/2016
7195;4.0;4.0;3.0;31/12/2016
2786;1.0;3.0;3.0;31/12/2016
2787;3.0;4.0;4.0;31/12/2016
2788;3.0;4.0;3.0;31/12/2016
2789;1.0;2.0;2.0;31/12/2016
7200;3.0;3.0;3.0;31/12/2016
2791;4.0;4.0;3.0;31/12/2016
2792;2.0;4.0;3.0;31/12/2016
2793;1.0;1.0;2.0;31/12/2016
7204;1.0;3.0;3.0;31/12/2016
2795;4.0;4.0;3.0;31/12/2016
2796;2.0;3.0;3.0;31/12/2016
2797;3.0;2.0;3.0;31/12/2016
2798;3.0;4.0;3.0;31/12/2016
2799;3.0;1.0;3.0;31/12/2016
2800;2.0;4.0;3.0;31/12/2016
2801;1.0;4.0;3.0;31/12/2016
2802;3.0;4.0;4.0;31/12/2016
2803;1.0;3.0;2.0;31/12/2016
2804;3.0;2.0;4.0;31/12/2016
7215;2.0;2.0;3.0;31/12/2016
2806;1.0;3.0;3.0;31/12/2016
7217;2.0;3.0;2.0;31/12/2016
2808;3.0;2.0;2.0;31/12/2016
7219;4.0;4.0;2.0;31/12/2016
7220;4.0;3.0;2.0;31/12/2016
2811;3.0;4.0;3.0;31/12/2016
2812;3.0;1.0;2.0;31/12/2016
2813;2.0;3.0;3.0;31/12/2016
2814;3.0;4.0;3.0;31/12/2016
7225;2.0;3.0;3.0;31/12/2016
2816;3.0;3.0;3.0;31/12/2016
2817;3.0;3.0;3.0;31/12/2016
2818;2.0;2.0;3.0;31/12/2016
7229;1.0;4.0;3.0;31/12/2016
2820;4.0;3.0;4.0;31/12/2016
2821;1.0;3.0;3.0;31/12/2016
2822;3.0;4.0;1.0;31/12/2016
7233;1.0;1.0;4.0;31/12/2016
2824;3.0;4.0;2.0;31/12/2016
2825;4.0;3.0;3.0;31/12/2016
2826;1.0;3.0;2.0;31/12/2016
2827;4.0;4.0;4.0;31/12/2016
2828;4.0;1.0;3.0;31/12/2016
2829;2.0;4.0;3.0;31/12/2016
2830;4.0;1.0;2.0;31/12/2016
2831;3.0;1.0;3.0;31/12/2016
2832;2.0;2.0;3.0;31/12/2016
2833;2.0;2.0;3.0;31/12/2016
2834;3.0;2.0;3.0;31/12/2016
2835;2.0;3.0;1.0;31/12/2016
2836;2.0;2.0;1.0;31/12/2016
2837;2.0;4.0;3.0;31/12/2016
2838;4.0;3.0;3.0;31/12/2016
2839;2.0;3.0;3.0;31/12/2016
2840;2.0;2.0;2.0;31/12/2016
2841;3.0;4.0;2.0;31/12/2016
2842;3.0;3.0;3.0;31/12/2016
2843;3.0;4.0;3.0;31/12/2016
2844;4.0;2.0;1.0;31/12/2016
2845;3.0;4.0;1.0;31/12/2016
2846;3.0;4.0;1.0;31/12/2016
2847;3.0;3.0;2.0;31/12/2016
2848;3.0;2.0;3.0;31/12/2016
2849;1.0;3.0;3.0;31/12/2016
2850;2.0;4.0;3.0;31/12/2016
2851;1.0;4.0;4.0;31/12/2016
2852;3.0;3.0;3.0;31/12/2016
2853;3.0;2.0;2.0;31/12/2016
7264;3.0;1.0;4.0;31/12/2016
2855;4.0;2.0;2.0;31/12/2016
2856;3.0;1.0;3.0;31/12/2016
2857;3.0;1.0;4.0;31/12/2016
2858;3.0;1.0;3.0;31/12/2016
2859;3.0;4.0;4.0;31/12/2016
7270;2.0;4.0;2.0;31/12/2016
2861;2.0;1.0;3.0;31/12/2016
2862;3.0;4.0;3.0;31/12/2016
2863;3.0;4.0;3.0;31/12/2016
2864;4.0;2.0;3.0;31/12/2016
7275;2.0;2.0;2.0;31/12/2016
2866;3.0;3.0;2.0;31/12/2016
2867;4.0;1.0;3.0;31/12/2016
2868;4.0;2.0;3.0;31/12/2016
2869;4.0;3.0;3.0;31/12/2016
2870;3.0;2.0;3.0;31/12/2016
2871;4.0;3.0;2.0;31/12/2016
2872;4.0;2.0;3.0;31/12/2016
2873;3.0;3.0;3.0;31/12/2016
2874;4.0;2.0;2.0;31/12/2016
7285;2.0;3.0;3.0;31/12/2016
2876;4.0;;4.0;31/12/2016
2877;1.0;4.0;3.0;31/12/2016
2878;2.0;1.0;2.0;31/12/2016
2879;2.0;2.0;3.0;31/12/2016
2880;3.0;3.0;3.0;31/12/2016
2881;4.0;3.0;3.0;31/12/2016
2882;4.0;4.0;1.0;31/12/2016
2883;3.0;1.0;3.0;31/12/2016
2884;4.0;4.0;3.0;31/12/2016
2885;4.0;3.0;4.0;31/12/2016
2886;3.0;4.0;4.0;31/12/2016
7297;2.0;1.0;3.0;31/12/2016
7298;2.0;4.0;2.0;31/12/2016
2889;4.0;2.0;2.0;31/12/2016
2890;2.0;4.0;3.0;31/12/2016
2891;4.0;4.0;1.0;31/12/2016
2892;4.0;1.0;3.0;31/12/2016
7303;4.0;4.0;2.0;31/12/2016
2894;3.0;3.0;3.0;31/12/2016
2895;4.0;3.0;3.0;31/12/2016
2896;2.0;2.0;1.0;31/12/2016
7307;4.0;1.0;3.0;31/12/2016
2898;4.0;4.0;3.0;31/12/2016
7309;3.0;1.0;;31/12/2016
7310;3.0;3.0;2.0;31/12/2016
2901;4.0;4.0;3.0;31/12/2016
2902;4.0;1.0;3.0;31/12/2016
2903;4.0;2.0;4.0;31/12/2016
2904;3.0;2.0;3.0;31/12/2016
2905;2.0;4.0;3.0;31/12/2016
2906;1.0;3.0;2.0;31/12/2016
2907;3.0;3.0;3.0;31/12/2016
2908;3.0;4.0;3.0;31/12/2016
2909;1.0;4.0;3.0;31/12/2016
2910;2.0;4.0;3.0;31/12/2016
2911;3.0;3.0;4.0;31/12/2016
7322;3.0;4.0;2.0;31/12/2016
2913;3.0;4.0;2.0;31/12/2016
2914;3.0;4.0;3.0;31/12/2016
2915;2.0;3.0;2.0;31/12/2016
2916;4.0;4.0;2.0;31/12/2016
7327;3.0;4.0;1.0;31/12/2016
2918;4.0;4.0;3.0;31/12/2016
7329;1.0;1.0;4.0;31/12/2016
2920;1.0;3.0;4.0;31/12/2016
2921;3.0;2.0;3.0;31/12/2016
7332;4.0;3.0;1.0;31/12/2016
2923;3.0;3.0;3.0;31/12/2016
2924;3.0;4.0;3.0;31/12/2016
2925;3.0;1.0;2.0;31/12/2016
2926;;4.0;3.0;31/12/2016
2927;3.0;4.0;3.0;31/12/2016
2928;2.0;3.0;3.0;31/12/2016
2929;3.0;4.0;2.0;31/12/2016
2930;4.0;1.0;3.0;31/12/2016
2931;3.0;1.0;2.0;31/12/2016
2932;1.0;3.0;3.0;31/12/2016
7343;1.0;3.0;3.0;31/12/2016
2934;3.0;3.0;3.0;31/12/2016
2935;3.0;4.0;3.0;31/12/2016
2936;4.0;1.0;3.0;31/12/2016
2937;4.0;4.0;3.0;31/12/2016
2938;1.0;3.0;3.0;31/12/2016
2939;4.0;1.0;3.0;31/12/2016
2940;1.0;3.0;3.0;31/12/2016
2941;3.0;4.0;2.0;31/12/2016
7352;3.0;2.0;4.0;31/12/2016
2943;2.0;2.0;1.0;31/12/2016
2944;4.0;4.0;3.0;31/12/2016
2945;4.0;1.0;3.0;31/12/2016
2946;3.0;2.0;2.0;31/12/2016
7357;1.0;3.0;1.0;31/12/2016
2948;1.0;2.0;3.0;31/12/2016
2949;2.0;4.0;3.0;31/12/2016
2950;2.0;1.0;3.0;31/12/2016
2951;3.0;4.0;3.0;31/12/2016
2952;4.0;4.0;3.0;31/12/2016
2953;4.0;1.0;3.0;31/12/2016
7364;1.0;2.0;2.0;31/12/2016
2955;4.0;4.0;2.0;31/12/2016
2956;3.0;4.0;4.0;31/12/2016
2957;4.0;3.0;4.0;31/12/2016
2958;1.0;4.0;3.0;31/12/2016
2959;2.0;2.0;2.0;31/12/2016
2960;1.0;1.0;3.0;31/12/2016
2961;3.0;2.0;1.0;31/12/2016
2962;1.0;2.0;2.0;31/12/2016
2963;3.0;3.0;2.0;31/12/2016
2964;2.0;3.0;3.0;31/12/2016
2965;2.0;4.0;2.0;31/12/2016
2966;2.0;4.0;3.0;31/12/2016
2967;1.0;1.0;3.0;31/12/2016
2968;4.0;4.0;3.0;31/12/2016
7379;4.0;3.0;1.0;31/12/2016
2970;4.0;4.0;3.0;31/12/2016
7381;1.0;2.0;3.0;31/12/2016
2972;4.0;4.0;3.0;31/12/2016
2973;3.0;1.0;3.0;31/12/2016
2974;3.0;2.0;3.0;31/12/2016
2975;4.0;2.0;2.0;31/12/2016
7386;4.0;4.0;3.0;31/12/2016
2977;2.0;4.0;2.0;31/12/2016
2978;3.0;2.0;4.0;31/12/2016
7389;3.0;3.0;3.0;31/12/2016
2980;3.0;2.0;2.0;31/12/2016
2981;3.0;4.0;3.0;31/12/2016
2982;4.0;2.0;3.0;31/12/2016
2983;4.0;2.0;3.0;31/12/2016
2984;4.0;3.0;3.0;31/12/2016
2985;2.0;1.0;3.0;31/12/2016
2986;2.0;4.0;2.0;31/12/2016
2987;3.0;4.0;2.0;31/12/2016
2988;2.0;2.0;3.0;31/12/2016
2989;4.0;3.0;2.0;31/12/2016
2990;1.0;2.0;3.0;31/12/2016
2991;4.0;3.0;3.0;31/12/2016
2992;3.0;4.0;3.0;31/12/2016
2993;1.0;1.0;3.0;31/12/2016
2994;1.0;1.0;3.0;31/12/2016
2995;3.0;4.0;1.0;31/12/2016
2996;4.0;2.0;3.0;31/12/2016
2997;3.0;1.0;3.0;31/12/2016
2998;3.0;4.0;3.0;31/12/2016
2999;3.0;3.0;3.0;31/12/2016
7410;3.0;2.0;2.0;31/12/2016
3001;3.0;2.0;2.0;31/12/2016
3002;3.0;2.0;3.0;31/12/2016
3003;4.0;3.0;3.0;31/12/2016
3004;4.0;4.0;3.0;31/12/2016
3005;1.0;4.0;2.0;31/12/2016
7416;1.0;4.0;2.0;31/12/2016
3007;4.0;4.0;3.0;31/12/2016
3008;3.0;3.0;3.0;31/12/2016
3009;3.0;4.0;3.0;31/12/2016
7420;4.0;3.0;2.0;31/12/2016
3011;2.0;4.0;2.0;31/12/2016
3012;4.0;3.0;3.0;31/12/2016
3013;3.0;3.0;4.0;31/12/2016
3014;3.0;2.0;3.0;31/12/2016
3015;4.0;3.0;2.0;31/12/2016
3016;3.0;1.0;2.0;31/12/2016
3017;4.0;4.0;3.0;31/12/2016
3018;2.0;4.0;2.0;31/12/2016
7429;2.0;1.0;2.0;31/12/2016
3020;2.0;4.0;3.0;31/12/2016
3021;4.0;3.0;3.0;31/12/2016
3022;2.0;2.0;3.0;31/12/2016
3023;4.0;4.0;2.0;31/12/2016
3024;3.0;4.0;3.0;31/12/2016
3025;3.0;4.0;;31/12/2016
3026;4.0;2.0;3.0;31/12/2016
3027;3.0;2.0;3.0;31/12/2016
3028;3.0;4.0;2.0;31/12/2016
3029;4.0;2.0;3.0;31/12/2016
3030;2.0;3.0;3.0;31/12/2016
3031;1.0;4.0;3.0;31/12/2016
3032;4.0;3.0;2.0;31/12/2016
3033;3.0;3.0;3.0;31/12/2016
3034;3.0;2.0;3.0;31/12/2016
3035;1.0;3.0;1.0;31/12/2016
3036;3.0;1.0;3.0;31/12/2016
3037;4.0;3.0;4.0;31/12/2016
3038;3.0;3.0;3.0;31/12/2016
3039;1.0;4.0;3.0;31/12/2016
7450;1.0;2.0;3.0;31/12/2016
3041;4.0;4.0;3.0;31/12/2016
3042;1.0;4.0;3.0;31/12/2016
3043;4.0;3.0;3.0;31/12/2016
3044;4.0;3.0;3.0;31/12/2016
3045;1.0;4.0;2.0;31/12/2016
7456;4.0;3.0;3.0;31/12/2016
3047;3.0;1.0;3.0;31/12/2016
3048;3.0;3.0;4.0;31/12/2016
7459;1.0;2.0;3.0;31/12/2016
3050;4.0;4.0;3.0;31/12/2016
7461;3.0;3.0;3.0;31/12/2016
3052;3.0;2.0;3.0;31/12/2016
7463;3.0;2.0;3.0;31/12/2016
3054;4.0;4.0;3.0;31/12/2016
3055;3.0;2.0;3.0;31/12/2016
3056;4.0;2.0;3.0;31/12/2016
3057;2.0;4.0;3.0;31/12/2016
3058;2.0;3.0;3.0;31/12/2016
3059;3.0;4.0;2.0;31/12/2016
3060;4.0;3.0;3.0;31/12/2016
7471;1.0;4.0;2.0;31/12/2016
3062;3.0;4.0;3.0;31/12/2016
3063;4.0;3.0;4.0;31/12/2016
3064;3.0;2.0;3.0;31/12/2016
7475;3.0;1.0;3.0;31/12/2016
3066;1.0;2.0;3.0;31/12/2016
3067;2.0;3.0;3.0;31/12/2016
7478;3.0;4.0;3.0;31/12/2016
3069;4.0;1.0;2.0;31/12/2016
3070;4.0;2.0;3.0;31/12/2016
3071;2.0;1.0;3.0;31/12/2016
3072;3.0;2.0;2.0;31/12/2016
3073;1.0;2.0;3.0;31/12/2016
3074;2.0;3.0;3.0;31/12/2016
3075;1.0;1.0;2.0;31/12/2016
3076;3.0;3.0;3.0;31/12/2016
3077;2.0;1.0;1.0;31/12/2016
3078;4.0;4.0;3.0;31/12/2016
3079;3.0;3.0;3.0;31/12/2016
3080;2.0;4.0;3.0;31/12/2016
3081;2.0;3.0;3.0;31/12/2016
3082;4.0;1.0;3.0;31/12/2016
3083;2.0;3.0;3.0;31/12/2016
3084;3.0;1.0;2.0;31/12/2016
3085;2.0;3.0;3.0;31/12/2016
3086;2.0;;3.0;31/12/2016
3087;3.0;1.0;3.0;31/12/2016
7498;1.0;1.0;3.0;31/12/2016
3089;4.0;3.0;3.0;31/12/2016
3090;1.0;4.0;2.0;31/12/2016
3091;4.0;4.0;1.0;31/12/2016
3092;1.0;3.0;3.0;31/12/2016
3093;3.0;4.0;3.0;31/12/2016
3094;1.0;1.0;1.0;31/12/2016
3095;3.0;3.0;2.0;31/12/2016
3096;4.0;4.0;4.0;31/12/2016
7507;1.0;2.0;3.0;31/12/2016
7508;4.0;3.0;2.0;31/12/2016
3099;4.0;4.0;3.0;31/12/2016
3100;3.0;3.0;3.0;31/12/2016
3101;1.0;4.0;1.0;31/12/2016
3102;3.0;4.0;1.0;31/12/2016
3103;2.0;3.0;3.0;31/12/2016
7514;3.0;2.0;4.0;31/12/2016
7515;1.0;4.0;4.0;31/12/2016
3106;3.0;1.0;3.0;31/12/2016
3107;1.0;4.0;2.0;31/12/2016
3108;2.0;3.0;3.0;31/12/2016
3109;3.0;4.0;2.0;31/12/2016
3110;3.0;1.0;4.0;31/12/2016
3111;1.0;4.0;3.0;31/12/2016
3112;1.0;3.0;1.0;31/12/2016
3113;4.0;3.0;3.0;31/12/2016
3114;3.0;3.0;3.0;31/12/2016
3115;;3.0;3.0;31/12/2016
3116;3.0;4.0;3.0;31/12/2016
3117;3.0;2.0;4.0;31/12/2016
7528;2.0;3.0;4.0;31/12/2016
7529;1.0;4.0;3.0;31/12/2016
3120;4.0;2.0;3.0;31/12/2016
3121;4.0;3.0;3.0;31/12/2016
7532;1.0;3.0;3.0;31/12/2016
7533;2.0;1.0;3.0;31/12/2016
3124;2.0;3.0;3.0;31/12/2016
3125;2.0;4.0;2.0;31/12/2016
7536;3.0;3.0;3.0;31/12/2016
3127;2.0;4.0;3.0;31/12/2016
3128;1.0;2.0;3.0;31/12/2016
3129;4.0;4.0;3.0;31/12/2016
3130;2.0;3.0;3.0;31/12/2016
3131;2.0;3.0;3.0;31/12/2016
3132;3.0;3.0;3.0;31/12/2016
3133;2.0;4.0;4.0;31/12/2016
3134;4.0;1.0;2.0;31/12/2016
3135;4.0;2.0;4.0;31/12/2016
7546;2.0;3.0;2.0;31/12/2016
3137;4.0;4.0;4.0;31/12/2016
3138;1.0;3.0;3.0;31/12/2016
3139;3.0;4.0;2.0;31/12/2016
7550;2.0;2.0;3.0;31/12/2016
3141;3.0;1.0;3.0;31/12/2016
3142;1.0;3.0;3.0;31/12/2016
3143;1.0;3.0;3.0;31/12/2016
3144;1.0;3.0;3.0;31/12/2016
3145;4.0;4.0;3.0;31/12/2016
7556;3.0;4.0;1.0;31/12/2016
3147;2.0;4.0;4.0;31/12/2016
3148;1.0;3.0;2.0;31/12/2016
3149;2.0;1.0;3.0;31/12/2016
3150;1.0;2.0;3.0;31/12/2016
3151;4.0;1.0;3.0;31/12/2016
7562;4.0;3.0;3.0;31/12/2016
3153;4.0;4.0;3.0;31/12/2016
3154;3.0;3.0;3.0;31/12/2016
3155;2.0;2.0;2.0;31/12/2016
3156;4.0;3.0;3.0;31/12/2016
3157;2.0;4.0;3.0;31/12/2016
3158;1.0;2.0;4.0;31/12/2016
3159;4.0;2.0;3.0;31/12/2016
3160;1.0;2.0;3.0;31/12/2016
3161;2.0;3.0;3.0;31/12/2016
7572;1.0;3.0;3.0;31/12/2016
7573;2.0;1.0;4.0;31/12/2016
3164;2.0;4.0;3.0;31/12/2016
7575;2.0;1.0;1.0;31/12/2016
3166;1.0;4.0;3.0;31/12/2016
3167;1.0;4.0;4.0;31/12/2016
3168;1.0;3.0;2.0;31/12/2016
3169;4.0;3.0;2.0;31/12/2016
3170;4.0;2.0;4.0;31/12/2016
3171;3.0;4.0;3.0;31/12/2016
3172;2.0;4.0;2.0;31/12/2016
3173;3.0;1.0;2.0;31/12/2016
3174;4.0;3.0;3.0;31/12/2016
3175;4.0;1.0;1.0;31/12/2016
3176;1.0;3.0;4.0;31/12/2016
3177;3.0;3.0;3.0;31/12/2016
7588;3.0;1.0;3.0;31/12/2016
3179;3.0;3.0;3.0;31/12/2016
3180;4.0;4.0;4.0;31/12/2016
3181;1.0;3.0;3.0;31/12/2016
3182;3.0;3.0;3.0;31/12/2016
3183;1.0;4.0;2.0;31/12/2016
3184;3.0;3.0;3.0;31/12/2016
3185;4.0;1.0;4.0;31/12/2016
3186;2.0;4.0;2.0;31/12/2016
7597;1.0;1.0;3.0;31/12/2016
3188;3.0;4.0;3.0;31/12/2016
3189;3.0;3.0;3.0;31/12/2016
3190;2.0;3.0;2.0;31/12/2016
3191;2.0;4.0;3.0;31/12/2016
3192;3.0;4.0;1.0;31/12/2016
3193;3.0;2.0;4.0;31/12/2016
3194;2.0;2.0;3.0;31/12/2016
3195;1.0;4.0;3.0;31/12/2016
7606;4.0;3.0;3.0;31/12/2016
7607;1.0;1.0;3.0;31/12/2016
3198;3.0;3.0;3.0;31/12/2016
3199;1.0;1.0;4.0;31/12/2016
3200;4.0;2.0;3.0;31/12/2016
3201;4.0;4.0;3.0;31/12/2016
3202;2.0;4.0;3.0;31/12/2016
3203;2.0;2.0;3.0;31/12/2016
3204;4.0;4.0;3.0;31/12/2016
3205;4.0;4.0;3.0;31/12/2016
3206;4.0;3.0;3.0;31/12/2016
3207;4.0;2.0;4.0;31/12/2016
7618;1.0;3.0;3.0;31/12/2016
3209;4.0;3.0;3.0;31/12/2016
3210;4.0;4.0;2.0;31/12/2016
7621;2.0;3.0;3.0;31/12/2016
3212;2.0;4.0;2.0;31/12/2016
3213;3.0;1.0;3.0;31/12/2016
3214;3.0;4.0;3.0;31/12/2016
3215;4.0;1.0;3.0;31/12/2016
3216;4.0;1.0;3.0;31/12/2016
3217;3.0;3.0;3.0;31/12/2016
3218;2.0;4.0;2.0;31/12/2016
3219;1.0;1.0;3.0;31/12/2016
3220;4.0;1.0;2.0;31/12/2016
3221;4.0;3.0;3.0;31/12/2016
3222;4.0;2.0;3.0;31/12/2016
7633;1.0;2.0;3.0;31/12/2016
3224;1.0;1.0;3.0;31/12/2016
3225;3.0;3.0;4.0;31/12/2016
3226;1.0;3.0;3.0;31/12/2016
3227;4.0;3.0;2.0;31/12/2016
3228;3.0;4.0;2.0;31/12/2016
3229;3.0;3.0;3.0;31/12/2016
7640;3.0;3.0;3.0;31/12/2016
3231;4.0;4.0;3.0;31/12/2016
3232;2.0;3.0;3.0;31/12/2016
3233;2.0;1.0;4.0;31/12/2016
3234;3.0;2.0;1.0;31/12/2016
3235;3.0;4.0;2.0;31/12/2016
3236;4.0;4.0;2.0;31/12/2016
3237;4.0;1.0;1.0;31/12/2016
3238;4.0;2.0;3.0;31/12/2016
3239;4.0;4.0;3.0;31/12/2016
3240;4.0;1.0;4.0;31/12/2016
3241;1.0;4.0;3.0;31/12/2016
3242;4.0;3.0;1.0;31/12/2016
3243;2.0;1.0;3.0;31/12/2016
3244;3.0;1.0;4.0;31/12/2016
7655;4.0;4.0;2.0;31/12/2016
3246;3.0;4.0;2.0;31/12/2016
3247;2.0;3.0;3.0;31/12/2016
3248;1.0;3.0;3.0;31/12/2016
7659;2.0;3.0;3.0;31/12/2016
3250;4.0;4.0;3.0;31/12/2016
7661;4.0;1.0;3.0;31/12/2016
